iteration: 20loss: 0.5362159460783005 precision_aca: 0.4444444444444444 recall_aca: 1.0 f1_aca: 0.5818181818181818 accuracy: 0.5555555555555556 precision_benign: 0.5 recall_benign: 0.42857142857142855 f1_benign: 0.4615384615384615  train_loss: 0.6149199351668357 train_precision_aca: 0.5452380952380953 train_recall_aca: 0.7625 train_f1_aca: 0.5975613275613275 train_accuracy: 0.59375 train_precision_benign: 0.45 train_recall_benign: 0.5333333333333334 train_f1_benign: 0.4422077922077922
iteration: 30loss: 0.4815399746100108 precision_aca: 0.4296296296296296 recall_aca: 1.0 f1_aca: 0.5783549783549784 accuracy: 0.5925925925925926 precision_benign: 0.6666666666666666 recall_benign: 0.4761904761904761 f1_benign: 0.5501165501165501  train_loss: 0.5200643370548884 train_precision_aca: 0.6857142857142857 train_recall_aca: 0.7807142857142858 train_f1_aca: 0.6877344877344878 train_accuracy: 0.6833333333333333 train_precision_benign: 0.5549999999999999 train_recall_benign: 0.6833333333333333 train_f1_benign: 0.5716017316017316
iteration: 40loss: 0.44455335289239883 precision_aca: 0.4888888888888888 recall_aca: 1.0 f1_aca: 0.6337662337662338 accuracy: 0.6666666666666666 precision_benign: 0.75 recall_benign: 0.5714285714285714 f1_benign: 0.6433566433566433  train_loss: 0.45457843206822873 train_precision_aca: 0.7317857142857143 train_recall_aca: 0.8201190476190477 train_f1_aca: 0.7365440115440116 train_accuracy: 0.734375 train_precision_benign: 0.6466666666666667 train_recall_benign: 0.73375 train_f1_benign: 0.649891774891775
iteration: 50loss: 0.3792854204773903 precision_aca: 0.591111111111111 recall_aca: 1.0 f1_aca: 0.707012987012987 accuracy: 0.7333333333333333 precision_benign: 0.8 recall_benign: 0.6571428571428571 f1_benign: 0.7146853146853147  train_loss: 0.3825269251689315 train_precision_aca: 0.7804285714285715 train_recall_aca: 0.8494285714285715 train_f1_aca: 0.7823780663780663 train_accuracy: 0.7825 train_precision_benign: 0.7140000000000001 train_recall_benign: 0.7829999999999999 train_f1_benign: 0.7158730158730158
iteration: 60loss: 0.36487822358806926 precision_aca: 0.6037037037037036 recall_aca: 1.0 f1_aca: 0.7225108225108224 accuracy: 0.7592592592592592 precision_benign: 0.8333333333333334 recall_benign: 0.6904761904761904 f1_benign: 0.7494172494172494  train_loss: 0.3645680238803228 train_precision_aca: 0.8170238095238095 train_recall_aca: 0.8561507936507938 train_f1_aca: 0.8078078403078401 train_accuracy: 0.80625 train_precision_benign: 0.735 train_recall_benign: 0.8191666666666666 train_f1_benign: 0.7455423280423279
iteration: 70loss: 0.36365525743791033 precision_aca: 0.5888888888888888 recall_aca: 1.0 f1_aca: 0.7145330859616574 accuracy: 0.7619047619047619 precision_benign: 0.8571428571428571 recall_benign: 0.6938775510204082 f1_benign: 0.7614052614052614  train_loss: 0.3406372543424368 train_precision_aca: 0.8253061224489796 train_recall_aca: 0.8709863945578231 train_f1_aca: 0.8203545660688515 train_accuracy: 0.8196428571428571 train_precision_benign: 0.7657142857142857 train_recall_benign: 0.8292857142857143 train_f1_benign: 0.7678911564625848
iteration: 80loss: 0.3306858241558075 precision_aca: 0.6402777777777777 recall_aca: 1.0 f1_aca: 0.7502164502164502 accuracy: 0.7916666666666666 precision_benign: 0.875 recall_benign: 0.7321428571428571 f1_benign: 0.7912296037296037  train_loss: 0.3061256532790139 train_precision_aca: 0.8429761904761903 train_recall_aca: 0.8846130952380952 train_f1_aca: 0.8389213564213561 train_accuracy: 0.8390625 train_precision_benign: 0.791875 train_recall_benign: 0.8485416666666665 train_f1_benign: 0.7939826839826837
iteration: 90loss: 0.302909673915969 precision_aca: 0.6802469135802469 recall_aca: 1.0 f1_aca: 0.777970177970178 accuracy: 0.8148148148148148 precision_benign: 0.8888888888888888 recall_benign: 0.7619047619047619 f1_benign: 0.8144263144263144  train_loss: 0.29086317924989596 train_precision_aca: 0.8489417989417989 train_recall_aca: 0.8929894179894179 train_f1_aca: 0.8471893538560201 train_accuracy: 0.8486111111111111 train_precision_benign: 0.8094444444444444 train_recall_benign: 0.8570370370370369 train_f1_benign: 0.8088792688792685
iteration: 100loss: 0.27616728879511354 precision_aca: 0.7122222222222222 recall_aca: 1.0 f1_aca: 0.8001731601731603 accuracy: 0.8333333333333333 precision_benign: 0.9 recall_benign: 0.7857142857142857 f1_benign: 0.8329836829836829  train_loss: 0.2826437961123884 train_precision_aca: 0.8540476190476189 train_recall_aca: 0.8953571428571427 train_f1_aca: 0.8497085137085135 train_accuracy: 0.855 train_precision_benign: 0.8220714285714286 train_recall_benign: 0.865047619047619 train_f1_benign: 0.8200503940503938
iteration: 110loss: 0.21346139647066592 precision_aca: 0.7566666666666667 recall_aca: 1.0 f1_aca: 0.8438095238095238 accuracy: 0.9 precision_benign: 1.0 recall_benign: 0.8714285714285713 f1_benign: 0.9252913752913752  train_loss: 0.23102286329492927 train_precision_aca: 0.9155952380952381 train_recall_aca: 0.9180238095238095 train_f1_aca: 0.8976724386724384 train_accuracy: 0.905 train_precision_benign: 0.8920714285714285 train_recall_benign: 0.9301904761904761 train_f1_benign: 0.8945164835164835
iteration: 120loss: 0.19194791577756404 precision_aca: 0.7899999999999999 recall_aca: 1.0 f1_aca: 0.8638095238095239 accuracy: 0.9111111111111111 precision_benign: 1.0 recall_benign: 0.8857142857142858 f1_benign: 0.9329836829836828  train_loss: 0.19740610172972084 train_precision_aca: 0.9208333333333333 train_recall_aca: 0.9271904761904761 train_f1_aca: 0.9033073593073592 train_accuracy: 0.9175 train_precision_benign: 0.9167380952380952 train_recall_benign: 0.9463809523809523 train_f1_benign: 0.9153577533577532
