iteration: 20loss: 0.7106164246797562 precision_aca: 0.5 recall_aca: 1.0 f1_aca: 0.65 accuracy: 0.7222222222222222 precision_benign: 1.0 recall_benign: 0.6428571428571428 f1_benign: 0.7615384615384615  train_loss: 0.5059911632910371 train_precision_aca: 0.830952380952381 train_recall_aca: 0.8783333333333335 train_f1_aca: 0.8390476190476193 train_accuracy: 0.85625 train_precision_benign: 0.9075000000000001 train_recall_benign: 0.8358333333333332 train_f1_benign: 0.8479365079365081
iteration: 30loss: 0.562121570110321 precision_aca: 0.5555555555555555 recall_aca: 1.0 f1_aca: 0.7000000000000001 accuracy: 0.7777777777777777 precision_benign: 1.0 recall_benign: 0.7142857142857143 f1_benign: 0.8153846153846153  train_loss: 0.483141048780332 train_precision_aca: 0.853968253968254 train_recall_aca: 0.8765079365079367 train_f1_aca: 0.8454205054205057 train_accuracy: 0.8541666666666666 train_precision_benign: 0.8683333333333334 train_recall_benign: 0.8627777777777778 train_f1_benign: 0.8321019721019723
iteration: 40loss: 0.46061504259705544 precision_aca: 0.5833333333333333 recall_aca: 1.0 f1_aca: 0.7250000000000001 accuracy: 0.8055555555555555 precision_benign: 1.0 recall_benign: 0.75 f1_benign: 0.8423076923076922  train_loss: 0.4359546079533175 train_precision_aca: 0.8438095238095238 train_recall_aca: 0.9073809523809526 train_f1_aca: 0.8521101121101122 train_accuracy: 0.865625 train_precision_benign: 0.9012499999999999 train_recall_benign: 0.8584523809523809 train_f1_benign: 0.850909090909091
iteration: 50loss: 0.37680264562368393 precision_aca: 0.6666666666666666 recall_aca: 1.0 f1_aca: 0.78 accuracy: 0.8444444444444443 precision_benign: 1.0 recall_benign: 0.8 f1_benign: 0.8738461538461537  train_loss: 0.38551901319995524 train_precision_aca: 0.8643809523809522 train_recall_aca: 0.9185714285714287 train_f1_aca: 0.8714254634254632 train_accuracy: 0.8825 train_precision_benign: 0.9093333333333332 train_recall_benign: 0.8784285714285714 train_f1_benign: 0.869194805194805
iteration: 60loss: 0.3167232448856036 precision_aca: 0.7222222222222222 recall_aca: 1.0 f1_aca: 0.8166666666666668 accuracy: 0.8703703703703702 precision_benign: 1.0 recall_benign: 0.8333333333333334 f1_benign: 0.8948717948717948  train_loss: 0.33756101958764095 train_precision_aca: 0.873095238095238 train_recall_aca: 0.9293650793650795 train_f1_aca: 0.8824505124505122 train_accuracy: 0.89375 train_precision_benign: 0.9188888888888888 train_recall_benign: 0.8903571428571428 train_f1_benign: 0.8828138528138525
iteration: 70loss: 0.2748598868825606 precision_aca: 0.7619047619047619 recall_aca: 1.0 f1_aca: 0.8428571428571429 accuracy: 0.8888888888888887 precision_benign: 1.0 recall_benign: 0.8571428571428571 f1_benign: 0.9098901098901099  train_loss: 0.3086200542348836 train_precision_aca: 0.8864625850340134 train_recall_aca: 0.93421768707483 train_f1_aca: 0.8935001506430075 train_accuracy: 0.9035714285714286 train_precision_benign: 0.9221428571428569 train_recall_benign: 0.903639455782313 train_f1_benign: 0.8933580705009273
iteration: 80loss: 0.24805703875608742 precision_aca: 0.7916666666666666 recall_aca: 1.0 f1_aca: 0.8625 accuracy: 0.9027777777777777 precision_benign: 1.0 recall_benign: 0.875 f1_benign: 0.9211538461538461  train_loss: 0.2758319441898493 train_precision_aca: 0.8985714285714284 train_recall_aca: 0.9424404761904762 train_f1_aca: 0.9056762681762678 train_accuracy: 0.9140625 train_precision_benign: 0.9318749999999998 train_recall_benign: 0.9115178571428573 train_f1_benign: 0.9041883116883114
iteration: 90loss: 0.2351553798135784 precision_aca: 0.7777777777777778 recall_aca: 1.0 f1_aca: 0.8555555555555556 accuracy: 0.9012345679012346 precision_benign: 1.0 recall_benign: 0.873015873015873 f1_benign: 0.9213675213675212  train_loss: 0.2710572513881036 train_precision_aca: 0.9033597883597883 train_recall_aca: 0.9438095238095238 train_f1_aca: 0.9094852061518723 train_accuracy: 0.9166666666666666 train_precision_benign: 0.9283333333333331 train_recall_benign: 0.9172751322751322 train_f1_benign: 0.9048116081449411
iteration: 100loss: 0.21654236707836388 precision_aca: 0.8 recall_aca: 1.0 f1_aca: 0.8699999999999999 accuracy: 0.9111111111111111 precision_benign: 1.0 recall_benign: 0.8857142857142858 f1_benign: 0.9292307692307691  train_loss: 0.2670081207645126 train_precision_aca: 0.8970238095238093 train_recall_aca: 0.9460952380952381 train_f1_aca: 0.9062589077589074 train_accuracy: 0.91375 train_precision_benign: 0.9304999999999999 train_recall_benign: 0.9123809523809524 train_f1_benign: 0.9030685425685422
iteration: 110loss: 0.0912132317200303 precision_aca: 0.8666666666666668 recall_aca: 1.0 f1_aca: 0.9199999999999999 accuracy: 0.9555555555555555 precision_benign: 1.0 recall_benign: 0.9428571428571427 f1_benign: 0.9692307692307693  train_loss: 0.24155303322942928 train_precision_aca: 0.9130238095238096 train_recall_aca: 0.9552619047619048 train_f1_aca: 0.91879859029859 train_accuracy: 0.92125 train_precision_benign: 0.9316666666666665 train_recall_benign: 0.924047619047619 train_f1_benign: 0.9089415584415583
iteration: 120loss: 0.08023812286555768 precision_aca: 0.9 recall_aca: 1.0 f1_aca: 0.9399999999999998 accuracy: 0.9666666666666666 precision_benign: 1.0 recall_benign: 0.9571428571428571 f1_benign: 0.976923076923077  train_loss: 0.18141167055582627 train_precision_aca: 0.9308333333333333 train_recall_aca: 0.9650952380952382 train_f1_aca: 0.9353382728382726 train_accuracy: 0.93875 train_precision_benign: 0.9414999999999999 train_recall_benign: 0.9452142857142857 train_f1_benign: 0.9287193362193361
