iteration: 60loss: 0.35806993519266445 precision_aca: 0.8194444444444443 recall_aca: 0.8888888888888888 f1_aca: 0.8317460317460318 accuracy: 0.8703703703703702 precision_benign: 0.9484126984126985 recall_benign: 0.8611111111111112 f1_benign: 0.8886946386946386  train_loss: 0.2973119428604453 train_precision_aca: 0.8929166666666666 train_recall_aca: 0.9319841269841269 train_f1_aca: 0.8967745217745215 train_accuracy: 0.8979166666666667 train_precision_benign: 0.89 train_recall_benign: 0.8849603174603174 train_f1_benign: 0.8731192881192879
iteration: 70loss: 0.31335048962916645 precision_aca: 0.8452380952380951 recall_aca: 0.9047619047619048 f1_aca: 0.85578231292517 accuracy: 0.8888888888888887 precision_benign: 0.9557823129251701 recall_benign: 0.880952380952381 f1_benign: 0.9045954045954046  train_loss: 0.2862121356742656 train_precision_aca: 0.9010714285714285 train_recall_aca: 0.9352380952380953 train_f1_aca: 0.9030794602223171 train_accuracy: 0.9053571428571429 train_precision_benign: 0.8914285714285715 train_recall_benign: 0.8993537414965986 train_f1_benign: 0.8801462030033456
iteration: 80loss: 0.28763515828177333 precision_aca: 0.8645833333333333 recall_aca: 0.9166666666666666 f1_aca: 0.8738095238095238 accuracy: 0.9027777777777777 precision_benign: 0.9613095238095238 recall_benign: 0.8958333333333334 f1_benign: 0.916520979020979  train_loss: 0.29343925325301823 train_precision_aca: 0.8915624999999998 train_recall_aca: 0.921904761904762 train_f1_aca: 0.8882500832500831 train_accuracy: 0.8984375 train_precision_benign: 0.8945833333333335 train_recall_benign: 0.900327380952381 train_f1_benign: 0.8786235986235985
iteration: 90loss: 0.28165774337119526 precision_aca: 0.8518518518518517 recall_aca: 0.9259259259259258 f1_aca: 0.8719576719576719 accuracy: 0.9012345679012346 precision_benign: 0.9656084656084656 recall_benign: 0.8888888888888888 f1_benign: 0.9156954156954156  train_loss: 0.27837546291541204 train_precision_aca: 0.8952777777777776 train_recall_aca: 0.9283597883597884 train_f1_aca: 0.8946702680036013 train_accuracy: 0.9041666666666667 train_precision_benign: 0.9035185185185186 train_recall_benign: 0.9047354497354496 train_f1_benign: 0.8868188601521934
iteration: 100loss: 0.2546277574263513 precision_aca: 0.8666666666666666 recall_aca: 0.9333333333333332 f1_aca: 0.8847619047619049 accuracy: 0.9111111111111111 precision_benign: 0.9690476190476189 recall_benign: 0.9 f1_benign: 0.924125874125874  train_loss: 0.2616157733992441 train_precision_aca: 0.9017499999999998 train_recall_aca: 0.9335238095238095 train_f1_aca: 0.90159213009213 train_accuracy: 0.91 train_precision_benign: 0.9106666666666667 train_recall_benign: 0.9102619047619046 train_f1_benign: 0.8942084027084026
iteration: 110loss: 0.21735430033877493 precision_aca: 0.8916666666666666 recall_aca: 0.9333333333333332 f1_aca: 0.8990476190476191 accuracy: 0.9222222222222222 precision_benign: 0.9690476190476189 recall_benign: 0.9166666666666667 f1_benign: 0.9332167832167834  train_loss: 0.17196109791460912 train_precision_aca: 0.9271666666666667 train_recall_aca: 0.9605714285714286 train_f1_aca: 0.9313765123765123 train_accuracy: 0.94375 train_precision_benign: 0.9576666666666667 train_recall_benign: 0.9487619047619046 train_f1_benign: 0.9408195138195137
iteration: 120loss: 0.1556812991388142 precision_aca: 0.925 recall_aca: 0.9666666666666666 f1_aca: 0.9323809523809523 accuracy: 0.9444444444444444 precision_benign: 0.9857142857142858 recall_benign: 0.9333333333333332 f1_benign: 0.9498834498834497  train_loss: 0.1497784202324692 train_precision_aca: 0.9388333333333333 train_recall_aca: 0.9605714285714285 train_f1_aca: 0.9385280275280273 train_accuracy: 0.95 train_precision_benign: 0.9576666666666667 train_recall_benign: 0.9604285714285713 train_f1_benign: 0.9477286047286045
iteration: 130loss: 0.14008585242554544 precision_aca: 0.925 recall_aca: 1.0 f1_aca: 0.9523809523809522 accuracy: 0.9555555555555555 precision_benign: 1.0 recall_benign: 0.9333333333333332 f1_benign: 0.9575757575757574  train_loss: 0.12507083503063768 train_precision_aca: 0.9455000000000001 train_recall_aca: 0.9670714285714286 train_f1_aca: 0.947178821178821 train_accuracy: 0.95625 train_precision_benign: 0.9646666666666667 train_recall_benign: 0.9632857142857142 train_f1_benign: 0.9533635253635251
iteration: 140loss: 0.10160072473809123 precision_aca: 0.9349999999999999 recall_aca: 1.0 f1_aca: 0.9607142857142857 accuracy: 0.9666666666666668 precision_benign: 1.0 recall_benign: 0.9499999999999998 f1_benign: 0.970909090909091  train_loss: 0.12338058891473339 train_precision_aca: 0.9475 train_recall_aca: 0.9673095238095237 train_f1_aca: 0.9486116106116103 train_accuracy: 0.9575 train_precision_benign: 0.9613333333333334 train_recall_benign: 0.9657857142857142 train_f1_benign: 0.9527920967920965
iteration: 150loss: 0.09618187686428428 precision_aca: 0.9349999999999999 recall_aca: 1.0 f1_aca: 0.9607142857142857 accuracy: 0.9666666666666668 precision_benign: 1.0 recall_benign: 0.95 f1_benign: 0.9709090909090909  train_loss: 0.12136502433742863 train_precision_aca: 0.9471666666666667 train_recall_aca: 0.9698095238095238 train_f1_aca: 0.9500199800199798 train_accuracy: 0.9575 train_precision_benign: 0.9633333333333334 train_recall_benign: 0.9616190476190475 train_f1_benign: 0.9513837273837272
iteration: 160loss: 0.09407465932890773 precision_aca: 0.9349999999999999 recall_aca: 1.0 f1_aca: 0.9607142857142857 accuracy: 0.9666666666666668 precision_benign: 1.0 recall_benign: 0.95 f1_benign: 0.9709090909090909  train_loss: 0.1204097387631191 train_precision_aca: 0.9516666666666665 train_recall_aca: 0.9650714285714286 train_f1_aca: 0.9498801198801197 train_accuracy: 0.9575 train_precision_benign: 0.9605000000000001 train_recall_benign: 0.9661190476190475 train_f1_benign: 0.9527170607170606
