iteration: 20loss: 0.5153729915618896 precision_aca: 0.5476190476190476 recall_aca: 0.8333333333333333 f1_aca: 0.6333333333333333 accuracy: 0.6666666666666667 precision_benign: 0.9166666666666667 recall_benign: 0.5833333333333334 f1_benign: 0.6666666666666667  train_loss: 0.49950159415602685 train_precision_aca: 0.845 train_recall_aca: 0.8458333333333334 train_f1_aca: 0.7993650793650795 train_accuracy: 0.8375 train_precision_benign: 0.8817857142857143 train_recall_benign: 0.8619047619047621 train_f1_benign: 0.8491341991341992
iteration: 30loss: 0.47174300750096637 precision_aca: 0.615079365079365 recall_aca: 0.8888888888888888 f1_aca: 0.707936507936508 accuracy: 0.7407407407407408 precision_benign: 0.9444444444444445 recall_benign: 0.6666666666666666 f1_benign: 0.7474747474747475  train_loss: 0.4524068539341291 train_precision_aca: 0.8655555555555555 train_recall_aca: 0.8407142857142859 train_f1_aca: 0.8116089466089468 train_accuracy: 0.8375 train_precision_benign: 0.8500793650793652 train_recall_benign: 0.8857142857142858 train_f1_benign: 0.8381120731120733
iteration: 40loss: 0.40458089113235474 precision_aca: 0.7113095238095237 recall_aca: 0.9166666666666666 f1_aca: 0.780952380952381 accuracy: 0.8055555555555556 precision_benign: 0.9583333333333334 recall_benign: 0.75 f1_benign: 0.8106060606060607  train_loss: 0.4333804969675839 train_precision_aca: 0.8354166666666666 train_recall_aca: 0.8672023809523811 train_f1_aca: 0.8061453823953826 train_accuracy: 0.834375 train_precision_benign: 0.8646428571428573 train_recall_benign: 0.8699999999999999 train_f1_benign: 0.8372348484848487
iteration: 50loss: 0.3512782245874405 precision_aca: 0.769047619047619 recall_aca: 0.8666666666666666 f1_aca: 0.7847619047619048 accuracy: 0.8222222222222222 precision_benign: 0.9380952380952381 recall_benign: 0.8 f1_benign: 0.8331002331002331  train_loss: 0.39759769722819327 train_precision_aca: 0.8366666666666666 train_recall_aca: 0.8570952380952381 train_f1_aca: 0.8083448773448773 train_accuracy: 0.845 train_precision_benign: 0.8737142857142857 train_recall_benign: 0.8811666666666667 train_f1_benign: 0.8500209790209788
iteration: 60loss: 0.30886728937427205 precision_aca: 0.8075396825396824 recall_aca: 0.8888888888888888 f1_aca: 0.8206349206349207 accuracy: 0.8518518518518517 precision_benign: 0.9484126984126985 recall_benign: 0.8333333333333334 f1_benign: 0.8609168609168609  train_loss: 0.3637954706326127 train_precision_aca: 0.8638888888888888 train_recall_aca: 0.8598015873015872 train_f1_aca: 0.8280651755651752 train_accuracy: 0.8583333333333333 train_precision_benign: 0.8711507936507936 train_recall_benign: 0.9009722222222222 train_f1_benign: 0.8608039183039179
iteration: 70loss: 0.2824587821960449 precision_aca: 0.8350340136054422 recall_aca: 0.9047619047619048 f1_aca: 0.8462585034013606 accuracy: 0.8730158730158729 precision_benign: 0.9557823129251701 recall_benign: 0.8571428571428571 f1_benign: 0.8807858807858808  train_loss: 0.3319550588726997 train_precision_aca: 0.8797619047619047 train_recall_aca: 0.8686394557823128 train_f1_aca: 0.8443609565038132 train_accuracy: 0.8696428571428572 train_precision_benign: 0.8736054421768706 train_recall_benign: 0.9122619047619047 train_f1_benign: 0.86975936761651
iteration: 80loss: 0.25953346490859985 precision_aca: 0.8556547619047619 recall_aca: 0.9166666666666666 f1_aca: 0.8654761904761905 accuracy: 0.8888888888888888 precision_benign: 0.9613095238095238 recall_benign: 0.875 f1_benign: 0.8956876456876457  train_loss: 0.30492976412642747 train_precision_aca: 0.8854166666666666 train_recall_aca: 0.8850595238095238 train_f1_aca: 0.8578634559884557 train_accuracy: 0.88125 train_precision_benign: 0.8894047619047619 train_recall_benign: 0.9165624999999998 train_f1_benign: 0.8821505577755572
iteration: 90loss: 0.2345544712411033 precision_aca: 0.8716931216931216 recall_aca: 0.9259259259259258 f1_aca: 0.8804232804232804 accuracy: 0.9012345679012346 precision_benign: 0.9656084656084656 recall_benign: 0.8888888888888888 f1_benign: 0.9072779072779072  train_loss: 0.28977569012592236 train_precision_aca: 0.8840740740740742 train_recall_aca: 0.8937566137566136 train_f1_aca: 0.8622053872053869 train_accuracy: 0.8847222222222222 train_precision_benign: 0.8952116402116402 train_recall_benign: 0.9165740740740739 train_f1_benign: 0.8857115107115102
iteration: 100loss: 0.21472831331193448 precision_aca: 0.8845238095238095 recall_aca: 0.9333333333333332 f1_aca: 0.8923809523809524 accuracy: 0.9111111111111111 precision_benign: 0.9690476190476189 recall_benign: 0.9 f1_benign: 0.9165501165501165  train_loss: 0.27144187266007064 train_precision_aca: 0.8956666666666667 train_recall_aca: 0.902952380952381 train_f1_aca: 0.8752156177156174 train_accuracy: 0.895 train_precision_benign: 0.9006904761904763 train_recall_benign: 0.9249166666666665 train_f1_benign: 0.8938070263070259
iteration: 110loss: 0.15327791683375835 precision_aca: 0.9416666666666667 recall_aca: 0.9333333333333332 f1_aca: 0.9323809523809523 accuracy: 0.9555555555555555 precision_benign: 0.9690476190476189 recall_benign: 0.9666666666666668 f1_benign: 0.9665501165501166  train_loss: 0.21545582645805553 train_precision_aca: 0.9141666666666667 train_recall_aca: 0.9281190476190473 train_f1_aca: 0.9033541458541454 train_accuracy: 0.9175 train_precision_benign: 0.9159999999999999 train_recall_benign: 0.9442499999999998 train_f1_benign: 0.9141735486735483
iteration: 120loss: 0.12204588241875172 precision_aca: 0.975 recall_aca: 0.9666666666666666 f1_aca: 0.9657142857142859 accuracy: 0.9777777777777779 precision_benign: 0.9857142857142858 recall_benign: 0.9833333333333334 f1_benign: 0.9832167832167832  train_loss: 0.1869726148643531 train_precision_aca: 0.9241666666666666 train_recall_aca: 0.9292619047619047 train_f1_aca: 0.9113382728382724 train_accuracy: 0.9225 train_precision_benign: 0.9143333333333332 train_recall_benign: 0.9505357142857143 train_f1_benign: 0.9158690753690751
