iteration: 20loss: 0.10506629198789597 precision_aca: 1.0 recall_aca: 0.9166666666666667 f1_aca: 0.9545454545454546 accuracy: 0.9444444444444444 precision_benign: 0.875 recall_benign: 1.0 f1_benign: 0.9285714285714286  train_loss: 0.5029097083956003 train_precision_aca: 0.8463095238095238 train_recall_aca: 0.8925000000000001 train_f1_aca: 0.8294841269841271 train_accuracy: 0.825 train_precision_benign: 0.8699999999999999 train_recall_benign: 0.8238095238095238 train_f1_benign: 0.806468253968254
iteration: 30loss: 0.0835245077808698 precision_aca: 1.0 recall_aca: 0.9444444444444445 f1_aca: 0.9696969696969697 accuracy: 0.9629629629629629 precision_benign: 0.9166666666666666 recall_benign: 1.0 f1_benign: 0.9523809523809524  train_loss: 0.35783950506399076 train_precision_aca: 0.8892063492063492 train_recall_aca: 0.9283333333333333 train_f1_aca: 0.8815608465608467 train_accuracy: 0.8791666666666667 train_precision_benign: 0.9133333333333333 train_recall_benign: 0.8758730158730158 train_f1_benign: 0.8672751322751323
iteration: 40loss: 0.06980922445654869 precision_aca: 1.0 recall_aca: 0.9583333333333334 f1_aca: 0.9772727272727273 accuracy: 0.9722222222222222 precision_benign: 0.9375 recall_benign: 1.0 f1_benign: 0.9642857142857143  train_loss: 0.30708191834855825 train_precision_aca: 0.891904761904762 train_recall_aca: 0.9370833333333335 train_f1_aca: 0.8886201298701298 train_accuracy: 0.89375 train_precision_benign: 0.9204166666666665 train_recall_benign: 0.8955952380952381 train_f1_benign: 0.8854455266955267
iteration: 110loss: 0.06898130141198636 precision_aca: 0.9857142857142858 recall_aca: 0.9833333333333334 f1_aca: 0.9832167832167832 accuracy: 0.9777777777777779 precision_benign: 0.975 recall_benign: 0.9666666666666668 f1_benign: 0.9657142857142859  train_loss: 0.21715096529573202 train_precision_aca: 0.9229999999999998 train_recall_aca: 0.9682261904761903 train_f1_aca: 0.9314658674658672 train_accuracy: 0.93625 train_precision_benign: 0.9408333333333335 train_recall_benign: 0.9275714285714284 train_f1_benign: 0.9231615051615047
iteration: 130loss: 0.06825431417673826 precision_aca: 0.9857142857142858 recall_aca: 0.9833333333333332 f1_aca: 0.9832167832167833 accuracy: 0.9777777777777779 precision_benign: 0.975 recall_benign: 0.9666666666666666 f1_benign: 0.9657142857142856  train_loss: 0.18960681338212454 train_precision_aca: 0.9313333333333333 train_recall_aca: 0.9737976190476192 train_f1_aca: 0.9393474303474301 train_accuracy: 0.94625 train_precision_benign: 0.9483333333333333 train_recall_benign: 0.9422380952380952 train_f1_benign: 0.9355063825063824
iteration: 350loss: 0.05683647831901908 precision_aca: 1.0 recall_aca: 0.9666666666666668 f1_aca: 0.9818181818181818 accuracy: 0.9777777777777779 precision_benign: 0.95 recall_benign: 1.0 f1_benign: 0.9714285714285715  train_loss: 0.13725755402469075 train_precision_aca: 0.9392380952380952 train_recall_aca: 0.9581428571428571 train_f1_aca: 0.9429174159174155 train_accuracy: 0.96 train_precision_benign: 0.9694999999999999 train_recall_benign: 0.9568214285714285 train_f1_benign: 0.9558422688422687
iteration: 360loss: 0.047531992103904484 precision_aca: 1.0 recall_aca: 0.9833333333333334 f1_aca: 0.9909090909090909 accuracy: 0.9888888888888889 precision_benign: 0.975 recall_benign: 1.0 f1_benign: 0.9857142857142858  train_loss: 0.13913009995711037 train_precision_aca: 0.9417380952380953 train_recall_aca: 0.9552857142857141 train_f1_aca: 0.9426793206793203 train_accuracy: 0.95875 train_precision_benign: 0.9628333333333332 train_recall_benign: 0.9588214285714285 train_f1_benign: 0.9519533799533798
iteration: 610loss: 0.04425457129254937 precision_aca: 1.0 recall_aca: 1.0 f1_aca: 1.0 accuracy: 1.0 precision_benign: 1.0 recall_benign: 1.0 f1_benign: 1.0  train_loss: 0.12929162890537554 train_precision_aca: 0.9776666666666667 train_recall_aca: 0.98675 train_f1_aca: 0.978051615051615 train_accuracy: 0.9775 train_precision_benign: 0.9675 train_recall_benign: 0.9604761904761905 train_f1_benign: 0.9611385281385281
iteration: 620loss: 0.03815163373947143 precision_aca: 1.0 recall_aca: 1.0 f1_aca: 1.0 accuracy: 1.0 precision_benign: 1.0 recall_benign: 1.0 f1_benign: 1.0  train_loss: 0.12537259417818858 train_precision_aca: 0.9756666666666667 train_recall_aca: 0.9884166666666667 train_f1_aca: 0.9778495948495948 train_accuracy: 0.9775 train_precision_benign: 0.9708333333333334 train_recall_benign: 0.9579761904761905 train_f1_benign: 0.9617099567099566
iteration: 630loss: 0.03581967726349831 precision_aca: 1.0 recall_aca: 1.0 f1_aca: 1.0 accuracy: 1.0 precision_benign: 1.0 recall_benign: 1.0 f1_benign: 1.0  train_loss: 0.12799573861761018 train_precision_aca: 0.9748333333333332 train_recall_aca: 0.9859166666666667 train_f1_aca: 0.9759015429015429 train_accuracy: 0.97625 train_precision_benign: 0.9688333333333332 train_recall_benign: 0.959309523809524 train_f1_benign: 0.9614877344877344
iteration: 640loss: 0.02866300898604095 precision_aca: 1.0 recall_aca: 1.0 f1_aca: 1.0 accuracy: 1.0 precision_benign: 1.0 recall_benign: 1.0 f1_benign: 1.0  train_loss: 0.0837641905300552 train_precision_aca: 0.9818333333333332 train_recall_aca: 0.9884166666666667 train_f1_aca: 0.9817745587745589 train_accuracy: 0.9825 train_precision_benign: 0.9788333333333334 train_recall_benign: 0.9751428571428572 train_f1_benign: 0.9749163059163058
